From	Entry	Entry Name	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
MAZ91062.1	A0A2E2XRE1	A0A2E2XRE1_9PROT	unreviewed	HlyD family secretion protein	CMF76_03735	Maricaulis sp	417		
MAZ91063.1	A0A2E2XSG1	A0A2E2XSG1_9PROT	unreviewed	TolC family protein	CMF76_03740	Maricaulis sp	155	efflux transmembrane transporter activity [GO:0015562]	GO:0015562
PCI94086.1	A0A2A4YGX4	A0A2A4YGX4_9FLAO	unreviewed	DUF3568 family protein	COB15_14935	Flavobacteriales bacterium	178		
PCJ01487.1	A0A2A4Z392	A0A2A4Z392_9FLAO	unreviewed	D-glycero-D-manno-heptose 1-phosphate guanosyltransferase	COB15_00780	Flavobacteriales bacterium	231	nucleotidyltransferase activity [GO:0016779]; biosynthetic process [GO:0009058]	GO:0009058; GO:0016779
NEQ35513.1	A0A6P0R4R1	A0A6P0R4R1_9CYAN	unreviewed	WD_REPEATS_REGION domain-containing protein	F6K40_04035	Okeania sp. SIO3I5	950		
NEQ35512.1	A0A6P0R5N4	A0A6P0R5N4_9CYAN	unreviewed	DUF288 domain-containing protein	F6K40_04030	Okeania sp. SIO3I5	330		
NEQ35515.1	A0A6P0R427	A0A6P0R427_9CYAN	unreviewed	Glycosyltransferase	F6K40_04045	Okeania sp. SIO3I5	312		
NEO52694.1	A0A6L9ZRC8	A0A6L9ZRC8_9CYAN	unreviewed	FkbM family methyltransferase	F6K54_06145	Okeania sp. SIO3B5	1203	membrane [GO:0016020]; galactoside 2-alpha-L-fucosyltransferase activity [GO:0008107]; methyltransferase activity [GO:0008168]; carbohydrate metabolic process [GO:0005975]; methylation [GO:0032259]	GO:0005975; GO:0008107; GO:0008168; GO:0016020; GO:0032259
HBC15008.1	A0A352H725	A0A352H725_9SPHN	unreviewed	Sugar transporter	DC026_04825	Erythrobacter sp	185	membrane [GO:0016020]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]	GO:0008643; GO:0015293; GO:0016020
MBI75187.1	A0A2E5UXB2	A0A2E5UXB2_9PROT	unreviewed	Protease	CMH94_06250	Oceanicaulis sp	339	membrane [GO:0016020]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]	GO:0004222; GO:0006508; GO:0016020; GO:0046872
PCI94578.1	A0A2A4YIB4	A0A2A4YIB4_9FLAO	unreviewed	Peptidase_A24 domain-containing protein	COB15_13740	Flavobacteriales bacterium	169	membrane [GO:0016020]	GO:0016020
KJS07320.1	A0A0F2P1N3	A0A0F2P1N3_9FLAO	unreviewed	General secretion pathway protein GspG	VR77_01405	Flavobacteriales bacterium BRH_c54	134		
TXB67375.1	A0A5C6RZJ3	A0A5C6RZJ3_9FLAO	unreviewed	Heme-binding protein	FRY74_02630	Vicingus serpentipes	201	cellular anatomical entity [GO:0110165]	GO:0110165
PIZ06508.1	A0A2M7RWB6	A0A2M7RWB6_9FLAO	unreviewed	Aldo/keto reductase	COY57_01605	Flavobacteriales bacterium CG_4_10_14_0_8_um_filter_32_5	121		
ABI65617.1	Q0AQ20	Q0AQ20_MARMM	unreviewed	Amidohydrolase	Mmar10_1325	Maricaulis maris (strain MCS10)	424	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]"	GO:0016810
PIQ14993.1	A0A2H0G7U4	A0A2H0G7U4_9FLAO	unreviewed	"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase"	COW67_10865	Flavobacteriales bacterium CG18_big_fil_WC_8_21_14_2_50_32_9	147	isomerase activity [GO:0016853]	GO:0016853
PCJ01571.1	A0A2A4Z3S5	A0A2A4Z3S5_9FLAO	unreviewed	Thioredoxin domain-containing protein	COB15_01015	Flavobacteriales bacterium	674	carbohydrate metabolic process [GO:0005975]	GO:0005975
HDZ03886.1	A0A7C1LAT0	A0A7C1LAT0_9FLAO	unreviewed	Carboxypeptidase-like regulatory domain-containing protein	ENH58_02455	Maribacter sp	309	carboxypeptidase activity [GO:0004180]	GO:0004180
OFY94150.1	A0A1F3QW03	A0A1F3QW03_9BACT	unreviewed	PPM-type phosphatase domain-containing protein	A3K10_15005	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	1053	membrane [GO:0016020]	GO:0016020
PJB16168.1	A0A2M8AEX7	A0A2M8AEX7_9FLAO	unreviewed	Lipoprotein	CO118_00845	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	281		
MBL17661.1	A0A2E6PQ29	A0A2E6PQ29_9FLAO	unreviewed	Beta-carotene hydroxylase	CL848_02130	Crocinitomicaceae bacterium	151	membrane [GO:0016020]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; carotenoid biosynthetic process [GO:0016117]	GO:0005506; GO:0016020; GO:0016117; GO:0016491
OFY90802.1	A0A1F3QLG2	A0A1F3QLG2_9BACT	unreviewed	Mucoidy inhibitor MuiA family protein	A3K10_09260	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	553		
HAA17167.1	A0A3B8J0C7	A0A3B8J0C7_9BACT	unreviewed	Cysteine methyltransferase	DCE41_37820 DCP28_24580	Cytophagales bacterium	279	DNA-binding transcription factor activity [GO:0003700]; methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; sequence-specific DNA binding [GO:0043565]; DNA repair [GO:0006281]; methylation [GO:0032259]	GO:0003700; GO:0003908; GO:0006281; GO:0032259; GO:0043565
PJA06256.1	A0A2M7VRC3	A0A2M7VRC3_9FLAO	unreviewed	PKD domain-containing protein	COX70_09835	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	1198		
ABI67184.1	Q0AKK9	Q0AKK9_MARMM	unreviewed	DNA repair protein MmcB-related protein	Mmar10_2903	Maricaulis maris (strain MCS10)	165		
SNS81001.1	A0A239HIP2	A0A239HIP2_9BACT	unreviewed	Translocation/assembly module TamB	SAMN05421640_1327	Ekhidna lutea	1463	membrane [GO:0016020]; protein secretion [GO:0009306]	GO:0009306; GO:0016020
PCI98250.1	A0A2A4YUE0	A0A2A4YUE0_9FLAO	unreviewed	Gliding motility protein GldM	COB15_06290	Flavobacteriales bacterium	539		
PJB16393.1	A0A2M8AFL7	A0A2M8AFL7_9FLAO	unreviewed	TPR_REGION domain-containing protein	CO118_00585	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	987		
PCI98027.1	A0A2A4YUQ6	A0A2A4YUQ6_9FLAO	unreviewed	TPR_REGION domain-containing protein	COB15_06755	Flavobacteriales bacterium	987		
NES06137.1	A0A846CPV7	A0A846CPV7_9CYAN	unreviewed	Uma2 family endonuclease	F6K22_27025	Okeania sp. SIO2F4	260	endonuclease activity [GO:0004519]	GO:0004519
PJB15264.1	A0A2M8ACR4	A0A2M8ACR4_9FLAO	unreviewed	DUF6605 domain-containing protein	CO118_04320	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	405		
PJA07929.1	A0A2M7VVH4	A0A2M7VVH4_9FLAO	unreviewed	O-antigen ligase	COX70_05165	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	404	membrane [GO:0016020]	GO:0016020
OFY89976.1	A0A1F3QJ43	A0A1F3QJ43_9BACT	unreviewed	PAS domain S-box protein	A3K10_15215	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	1032		
GBC69608.1	A0A2H5UYU8	A0A2H5UYU8_9ARCH	unreviewed	"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)"	rfbB_2 HRbin01_01310	archaeon HR01	307	"dTDP-glucose 4,6-dehydratase activity [GO:0008460]"	GO:0008460
MAH51349.1	A0A2D6XK94	A0A2D6XK94_9ARCH	unreviewed	ZnF_CHCC domain-containing protein	CMI37_36370	Candidatus Pacearchaeota archaeon	674	DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; zinc ion binding [GO:0008270]	GO:0003677; GO:0003896; GO:0008270
MAH46992.1	A0A2D6X7V9	A0A2D6X7V9_9ARCH	unreviewed	ATP-binding protein	CMI37_14290	Candidatus Pacearchaeota archaeon	294		
OFY84043.1	A0A1F3Q245	A0A1F3Q245_9BACT	unreviewed	Molecular chaperone DnaK	A3K10_04350	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	124	zinc ion binding [GO:0008270]	GO:0008270
RKQ96159.1	A0A495D313	A0A495D313_9PROT	unreviewed	Uncharacterized protein	C7435_2411	Maricaulis maris	198		
PJB16113.1	A0A2M8AEU4	A0A2M8AEU4_9FLAO	unreviewed	Dolichyl-phosphate beta-D-mannosyltransferase	CO118_01040	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	243	dolichyl-phosphate beta-D-mannosyltransferase activity [GO:0004582]	GO:0004582
PJA08580.1	A0A2M7VWN5	A0A2M7VWN5_9FLAO	unreviewed	Guanylate cyclase domain-containing protein	COX70_03315	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	1277	membrane [GO:0016020]; adenylate cyclase activity [GO:0004016]; cyclic nucleotide biosynthetic process [GO:0009190]; intracellular signal transduction [GO:0035556]	GO:0004016; GO:0009190; GO:0016020; GO:0035556
PCI93888.1	A0A2A4YGB3	A0A2A4YGB3_9FLAO	unreviewed	DUF6438 domain-containing protein	COB15_15460	Flavobacteriales bacterium	171		
MAC38877.1	A0A2D5FR35	A0A2D5FR35_9PROT	unreviewed	HupE/UreJ family protein	CMH93_05020	Oceanicaulis sp	238	membrane [GO:0016020]	GO:0016020
PCI94195.1	A0A2A4YIQ3	A0A2A4YIQ3_9FLAO	unreviewed	VWFA domain-containing protein	COB15_14780	Flavobacteriales bacterium	346	membrane [GO:0016020]	GO:0016020
NMM49224.1	A0A848J415	A0A848J415_9BACT	unreviewed	Mechanosensitive ion channel	HH304_12505	Flammeovirgaceae bacterium KN852	295	plasma membrane [GO:0005886]; mechanosensitive ion channel activity [GO:0008381]	GO:0005886; GO:0008381
KAB2859605.1	A0A7J5EEZ9	A0A7J5EEZ9_9FLAO	unreviewed	Type II secretion system F family protein	F9K09_01415	Flavobacteriales bacterium	381	plasma membrane [GO:0005886]	GO:0005886
PCI97911.1	A0A2A4YT55	A0A2A4YT55_9FLAO	unreviewed	Potassium channel protein	COB15_06955	Flavobacteriales bacterium	350	plasma membrane [GO:0005886]; cation transmembrane transporter activity [GO:0008324]; potassium ion transport [GO:0006813]	GO:0005886; GO:0006813; GO:0008324
PCI97909.1	A0A2A4YTT1	A0A2A4YTT1_9FLAO	unreviewed	DUF2851 family protein	COB15_06945	Flavobacteriales bacterium	423		
PCI94423.1	A0A2A4YHX5	A0A2A4YHX5_9FLAO	unreviewed	DUF4197 domain-containing protein	COB15_14175	Flavobacteriales bacterium	249		
PCJ27836.1	A0A2A5B9Z8	A0A2A5B9Z8_9FLAO	unreviewed	UPF0313 protein COA97_02555	COA97_02555	Flavobacteriales bacterium	627	"4 iron, 4 sulfur cluster binding [GO:0051539]; catalytic activity [GO:0003824]; iron ion binding [GO:0005506]"	GO:0003824; GO:0005506; GO:0051539
PJA07588.1	A0A2M7VV42	A0A2M7VV42_9FLAO	unreviewed	Gliding motility protein GldL	COX70_06155	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	126		
PKP51174.1	A0A2N3A8G6	A0A2N3A8G6_9BACT	unreviewed	Gliding motility protein GldM	CVT95_01435	Bacteroidetes bacterium HGW-Bacteroidetes-12	556		
MAE81853.1	A0A2D6AKB0	A0A2D6AKB0_9BACT	unreviewed	DUF1904 family protein	CMB80_03900	Flammeovirgaceae bacterium	111		
MAN90255.1	A0A2D8ZQN2	A0A2D8ZQN2_9PROT	unreviewed	YeeE/YedE family protein	CME92_05275	Hyphomonadaceae bacterium	144	membrane [GO:0016020]	GO:0016020
PCI98522.1	A0A2A4YUM9	A0A2A4YUM9_9FLAO	unreviewed	TPR_REGION domain-containing protein	COB15_05675	Flavobacteriales bacterium	520		
PCJ25031.1	A0A2A5B108	A0A2A5B108_9FLAO	unreviewed	23S rRNA (Guanosine(2251)-2'-O)-methyltransferase RlmB	COA97_08625	Flavobacteriales bacterium	246	cytoplasm [GO:0005737]; RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; RNA processing [GO:0006396]	GO:0003723; GO:0005737; GO:0006396; GO:0008173
PJA07328.1	A0A2M7VUD8	A0A2M7VUD8_9FLAO	unreviewed	TPR_REGION domain-containing protein	COX70_07160	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	265		
PCJ25030.1	A0A2A5B0Z1	A0A2A5B0Z1_9FLAO	unreviewed	TPR_REGION domain-containing protein	COA97_08620	Flavobacteriales bacterium	510		
PJB14439.1	A0A2M8AA49	A0A2M8AA49_9FLAO	unreviewed	SPOR domain-containing protein	CO118_08565	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	321	peptidoglycan binding [GO:0042834]	GO:0042834
RKW60849.1	A0A496P2Y1	A0A496P2Y1_9FLAO	unreviewed	Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	D8B49_07245	Riemerella sp	58	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]	GO:0008483; GO:0009058; GO:0030170
MAK64498.1	A0A2D7Y4X6	A0A2D7Y4X6_9PROT	unreviewed	Lysozyme (EC 3.2.1.17)	CMF75_07140	Maricaulis sp	930	host cell cytoplasm [GO:0030430]; lysozyme activity [GO:0003796]; cell wall macromolecule catabolic process [GO:0016998]; cytolysis [GO:0019835]; defense response to bacterium [GO:0042742]; peptidoglycan catabolic process [GO:0009253]	GO:0003796; GO:0009253; GO:0016998; GO:0019835; GO:0030430; GO:0042742
PCI94371.1	A0A2A4YI56	A0A2A4YI56_9FLAO	unreviewed	Gliding motility-associated C-terminal domain-containing protein	COB15_14350	Flavobacteriales bacterium	249		
PCJ00645.1	A0A2A4Z0Z0	A0A2A4Z0Z0_9FLAO	unreviewed	DNA repair protein RecO (Recombination protein O)	recO COB15_02410	Flavobacteriales bacterium	243	DNA recombination [GO:0006310]; DNA repair [GO:0006281]	GO:0006281; GO:0006310
MAM49776.1	A0A2D8N9A0	A0A2D8N9A0_9FLAO	unreviewed	Glutamate racemase (EC 5.1.1.3)	murI CMC12_01890	Flavobacteriaceae bacterium	257	glutamate racemase activity [GO:0008881]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	GO:0008360; GO:0008881; GO:0009252; GO:0071555
PCJ01538.1	A0A2A4Z4N7	A0A2A4Z4N7_9FLAO	unreviewed	OmpH family outer membrane protein	COB15_01055	Flavobacteriales bacterium	170	unfolded protein binding [GO:0051082]	GO:0051082
PKP51444.1	A0A2N3A980	A0A2N3A980_9BACT	unreviewed	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS CVT95_00880	Bacteroidetes bacterium HGW-Bacteroidetes-12	494	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; cysteine-tRNA ligase activity [GO:0004817]; zinc ion binding [GO:0008270]; cysteinyl-tRNA aminoacylation [GO:0006423]	GO:0004817; GO:0005524; GO:0005737; GO:0006423; GO:0008270
ABI66193.1	Q0ANE4	Q0ANE4_MARMM	unreviewed	Peptidase M23B	Mmar10_1901	Maricaulis maris (strain MCS10)	323		
ABI66931.1	Q0ALB2	Q0ALB2_MARMM	unreviewed	Autotransporter secretion inner membrane protein TamB	Mmar10_2645	Maricaulis maris (strain MCS10)	1362	membrane [GO:0016020]; protein secretion [GO:0009306]	GO:0009306; GO:0016020
PCI97354.1	A0A2A4YRG3	A0A2A4YRG3_9FLAO	unreviewed	Phosphoglucosamine mutase	COB15_07895	Flavobacteriales bacterium	469	"intramolecular transferase activity, phosphotransferases [GO:0016868]; magnesium ion binding [GO:0000287]; carbohydrate metabolic process [GO:0005975]"	GO:0000287; GO:0005975; GO:0016868
OFY90285.1	A0A1F3QNP9	A0A1F3QNP9_9BACT	unreviewed	Magnesium transporter MgtE	A3K10_09710	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	453	plasma membrane [GO:0005886]; magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]	GO:0005886; GO:0015095; GO:0046872
HCK21114.1	A0A3D2S5P5	A0A3D2S5P5_9BACT	unreviewed	GIDA_C domain-containing protein	DHW15_02820	Bacteroidetes bacterium	43		
HIF14925.1	A0A800K3G0	A0A800K3G0_9BACT	unreviewed	Phenylacetic acid degradation bifunctional protein PaaZ	paaZ EYQ86_06265	Bacteroidetes bacterium	471	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]"	GO:0016620
KAB2858933.1	A0A7J5EDJ1	A0A7J5EDJ1_9FLAO	unreviewed	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd F9K09_04215	Flavobacteriales bacterium	329	aspartate-semialdehyde dehydrogenase activity [GO:0004073]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; protein dimerization activity [GO:0046983]; 'de novo' L-methionine biosynthetic process [GO:0071266]; diaminopimelate biosynthetic process [GO:0019877]; isoleucine biosynthetic process [GO:0009097]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]	GO:0004073; GO:0009088; GO:0009089; GO:0009097; GO:0019877; GO:0046983; GO:0050661; GO:0051287; GO:0071266
PCI94943.1	A0A2A4YJE2	A0A2A4YJE2_9FLAO	unreviewed	Choline kinase	COB15_12885	Flavobacteriales bacterium	326	kinase activity [GO:0016301]; phosphorylation [GO:0016310]	GO:0016301; GO:0016310
NEO52677.1	A0A6L9ZK70	A0A6L9ZK70_9CYAN	unreviewed	DUF1822 family protein	F6K54_06055	Okeania sp. SIO3B5	406		
NEO52678.1	A0A6L9ZPQ2	A0A6L9ZPQ2_9CYAN	unreviewed	CHAT domain-containing protein	F6K54_06060	Okeania sp. SIO3B5	908	membrane [GO:0016020]	GO:0016020
NNK80448.1	A0A849G0B8	A0A849G0B8_9FLAO	unreviewed	SDR family NAD(P)-dependent oxidoreductase	HKO93_03035	Flavobacteriales bacterium	282		
KJS05756.1	A0A0F2NXA4	A0A0F2NXA4_9FLAO	unreviewed	Por_Secre_tail domain-containing protein	VR77_07515	Flavobacteriales bacterium BRH_c54	102		
SDM48194.1	A0A1G9TL72	A0A1G9TL72_9BACT	unreviewed	Membrane-associated phospholipid phosphatase	SAMN05421823_11446	Catalinimonas alkaloidigena	271		
PCJ27647.1	A0A2A5B7U3	A0A2A5B7U3_9FLAO	unreviewed	Gliding motility-associated C-terminal domain-containing protein	COA97_03245	Flavobacteriales bacterium	886		
OFY91923.1	A0A1F3QPI8	A0A1F3QPI8_9BACT	unreviewed	GH3 auxin-responsive promoter	A3K10_16505	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	503		
PCI94754.1	A0A2A4YJ65	A0A2A4YJ65_9FLAO	unreviewed	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	lon COB15_13355	Flavobacteriales bacterium	814	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]; cellular response to heat [GO:0034605]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]	GO:0004176; GO:0004252; GO:0005524; GO:0005737; GO:0006515; GO:0016887; GO:0034605; GO:0043565
PCI94773.1	A0A2A4YIX1	A0A2A4YIX1_9FLAO	unreviewed	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA COB15_13450	Flavobacteriales bacterium	289	"cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]; protein lipoylation [GO:0009249]"	GO:0005737; GO:0009249; GO:0016992; GO:0046872; GO:0051539
OIP01648.1	A0A1J5B3P0	A0A1J5B3P0_9BACT	unreviewed	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC AUJ97_06830	Bacteroidetes bacterium CG2_30_32_10	279	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; pantoate-beta-alanine ligase activity [GO:0004592]; pantothenate biosynthetic process [GO:0015940]	GO:0004592; GO:0005524; GO:0005737; GO:0015940
OLF75531.1	A0A1Q8FRT3	A0A1Q8FRT3_9PROT	unreviewed	AAA family ATPase	AWH62_06880	Maricaulis sp. W15	438	ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]	GO:0000723; GO:0003678; GO:0005524; GO:0006281; GO:0016787
MAX80006.1	A0A2E2FHZ5	A0A2E2FHZ5_9FLAO	unreviewed	DNA-binding response regulator	CL843_07505	Crocinitomicaceae bacterium	229	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	GO:0000160; GO:0003677; GO:0006355
PCI95039.1	A0A2A4YKN2	A0A2A4YKN2_9FLAO	unreviewed	RNA methyltransferase	COB15_12550	Flavobacteriales bacterium	177	RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; RNA processing [GO:0006396]	GO:0003723; GO:0006396; GO:0008173
PCJ28297.1	A0A2A5B9Q3	A0A2A5B9Q3_9FLAO	unreviewed	Diadenylate cyclase (DAC) (EC 2.7.7.85) (Cyclic-di-AMP synthase) (c-di-AMP synthase)	dacA COA97_01305	Flavobacteriales bacterium	263	plasma membrane [GO:0005886]; adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; diadenylate cyclase activity [GO:0106408]; cAMP biosynthetic process [GO:0006171]; second-messenger-mediated signaling [GO:0019932]	GO:0004016; GO:0005524; GO:0005886; GO:0006171; GO:0019932; GO:0106408
PCJ25503.1	A0A2A5B1V2	A0A2A5B1V2_9FLAO	unreviewed	Biopolymer transporter ExbD	COA97_07480	Flavobacteriales bacterium	131	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; protein transport [GO:0015031]	GO:0005886; GO:0015031; GO:0022857
VFK64791.1	A0A451AFJ3	A0A451AFJ3_9GAMM	unreviewed	Glycine rich protein	BECKTUN1418D_GA0071000_12891	Candidatus Kentron sp. TUN	504		
CAE45329.1	Q6N0C1	Q6N0C1_9PROT	unreviewed	- partial genomic shotgun *** SEQUENCING IN PROGRESS ***	orf4706	Magnetospirillum gryphiswaldense	70		
MBA3284414.1	A0A838N8W8	A0A838N8W8_9ARCH	unreviewed	Phytoene desaturase	H0U27_05060	Nitrosopumilus sp	150		
PCJ26522.1	A0A2A5B4U8	A0A2A5B4U8_9FLAO	unreviewed	DUF6268 domain-containing protein	COA97_05430	Flavobacteriales bacterium	301		
PCJ00479.1	A0A2A4Z020	A0A2A4Z020_9FLAO	unreviewed	Peptidase M48	COB15_02925	Flavobacteriales bacterium	266	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]	GO:0004222; GO:0006508; GO:0046872
OFY90302.1	A0A1F3QK19	A0A1F3QK19_9BACT	unreviewed	Peptidase_M48 domain-containing protein	A3K10_11425	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	284	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]	GO:0004222; GO:0006508; GO:0046872
PCI96878.1	A0A2A4YPW6	A0A2A4YPW6_9FLAO	unreviewed	Cystathionine beta-lyase	COB15_08910	Flavobacteriales bacterium	404	lyase activity [GO:0016829]; pyridoxal phosphate binding [GO:0030170]; transsulfuration [GO:0019346]	GO:0016829; GO:0019346; GO:0030170
SNS47902.1	A0A239EVH5	A0A239EVH5_9BACT	unreviewed	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	SAMN05421640_0318	Ekhidna lutea	919	aminopeptidase activity [GO:0004177]; serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]	GO:0004177; GO:0006508; GO:0008236
OLF81656.1	A0A1Q8G1Z0	A0A1Q8G1Z0_9PROT	unreviewed	Small-conductance mechanosensitive channel	AWH62_02130	Maricaulis sp. W15	270	plasma membrane [GO:0005886]; mechanosensitive ion channel activity [GO:0008381]	GO:0005886; GO:0008381
PJA09372.1	A0A2M7VXV6	A0A2M7VXV6_9FLAO	unreviewed	Omp28-related outer membrane protein	COX70_01920	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	292		
PJA09371.1	A0A2M7VXV9	A0A2M7VXV9_9FLAO	unreviewed	TonB-dependent receptor	COX70_01915	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	555		
PIZ05279.1	A0A2M7RSU2	A0A2M7RSU2_9FLAO	unreviewed	phenylalanine--tRNA ligase (EC 6.1.1.20)	COY57_08160	Flavobacteriales bacterium CG_4_10_14_0_8_um_filter_32_5	48	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]	GO:0000049; GO:0004826; GO:0005524; GO:0005737; GO:0006432
MAY84111.1	A0A2E2P0K6	A0A2E2P0K6_9FLAO	unreviewed	Acyl-CoA thioesterase	CMP59_08260	Flavobacteriales bacterium	177	thiolester hydrolase activity [GO:0016790]	GO:0016790
PJB14107.1	A0A2M8A9B7	A0A2M8A9B7_9FLAO	unreviewed	VWA domain-containing protein	CO118_10340	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	673	membrane [GO:0016020]	GO:0016020
