From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
WP_075190354.1	A0A1Q8FNF5	unreviewed	A0A1Q8FNF5_9PROT	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH AWH62_07135	Maricaulis sp. W15	334	cytoplasm [GO:0005737]; rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]; rRNA base methylation [GO:0070475]	GO:0005737; GO:0070475; GO:0071424
WP_075189932.1	A0A1Q8FVS8	unreviewed	A0A1Q8FVS8_9PROT	Protein-export membrane protein SecG	AWH62_04480	Maricaulis sp. W15	108	plasma membrane [GO:0005886]; protein-transporting ATPase activity [GO:0015450]; protein secretion [GO:0009306]	GO:0005886; GO:0009306; GO:0015450
WP_075189932.1	A0A495DJJ6	unreviewed	A0A495DJJ6_9PROT	Protein-export membrane protein SecG	C7435_0704	Maricaulis maris	108	plasma membrane [GO:0005886]; protein-transporting ATPase activity [GO:0015450]; protein secretion [GO:0009306]	GO:0005886; GO:0009306; GO:0015450
WP_075190659.1	A0A1Q8FLH5	unreviewed	A0A1Q8FLH5_9PROT	FAD-dependent oxidoreductase	AWH62_08665	Maricaulis sp. W15	369	oxidoreductase activity [GO:0016491]	GO:0016491
WP_011642573.1	Q0AS11	unreviewed	Q0AS11_MARMM	3-deoxy-D-manno-octulosonic acid transferase (Kdo transferase) (EC 2.4.99.12) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase)	Mmar10_0633	Maricaulis maris (strain MCS10)	431	plasma membrane [GO:0005886]; Kdo transferase activity [GO:0043842]; lipopolysaccharide core region biosynthetic process [GO:0009244]	GO:0005886; GO:0009244; GO:0043842
WP_011642834.1	Q0ARA0	unreviewed	Q0ARA0_MARMM	DnaA related protein	Mmar10_0894	Maricaulis maris (strain MCS10)	128	ATP binding [GO:0005524]; sequence-specific DNA binding [GO:0043565]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]	GO:0005524; GO:0006270; GO:0006275; GO:0043565
WP_011643678.1	Q0ANV5	unreviewed	Q0ANV5_MARMM	Glycoside hydrolase, family 24	Mmar10_1740	Maricaulis maris (strain MCS10)	638	membrane [GO:0016020]; lysozyme activity [GO:0003796]; cytolysis [GO:0019835]; defense response to bacterium [GO:0042742]; metabolic process [GO:0008152]	GO:0003796; GO:0008152; GO:0016020; GO:0019835; GO:0042742
WP_011644787.1	Q0AKQ0	unreviewed	Q0AKQ0_MARMM	DUF1223 domain-containing protein	Mmar10_2862	Maricaulis maris (strain MCS10)	248		
WP_075189658.1	A0A1Q8FV16	unreviewed	A0A1Q8FV16_9PROT	Permease	AWH62_03755	Maricaulis sp. W15	365	plasma membrane [GO:0005886]	GO:0005886
WP_011644445.1	Q0ALP2	unreviewed	Q0ALP2_MARMM	Glycosyl transferase, WecB/TagA/CpsF family	Mmar10_2515	Maricaulis maris (strain MCS10)	294	transferase activity [GO:0016740]; biosynthetic process [GO:0009058]	GO:0009058; GO:0016740
WP_075189509.1	A0A1Q8FUN0	unreviewed	A0A1Q8FUN0_9PROT	homoserine dehydrogenase (EC 1.1.1.3)	AWH62_02945	Maricaulis sp. W15	600	homoserine dehydrogenase activity [GO:0004412]; kinase activity [GO:0016301]; NADP binding [GO:0050661]; phosphorylation [GO:0016310]; threonine biosynthetic process [GO:0009088]	GO:0004412; GO:0009088; GO:0016301; GO:0016310; GO:0050661
WP_075190018.1	A0A1Q8FR86	unreviewed	A0A1Q8FR86_9PROT	50S ribosomal protein L27	rpmA AWH62_05470	Maricaulis sp. W15	89	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
WP_075190018.1	A0A495D3R6	unreviewed	A0A495D3R6_9PROT	50S ribosomal protein L27	rpmA C7435_1887	Maricaulis maris	89	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
WP_075190671.1	A0A1Q8FLP6	unreviewed	A0A1Q8FLP6_9PROT	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF AWH62_08730	Maricaulis sp. W15	255	cytoplasm [GO:0005737]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; histidine biosynthetic process [GO:0000105]	GO:0000105; GO:0000107; GO:0005737; GO:0016829
WP_075190671.1	A0A495DKY7	unreviewed	A0A495DKY7_9PROT	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF C7435_0912	Maricaulis maris	255	cytoplasm [GO:0005737]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; histidine biosynthetic process [GO:0000105]	GO:0000105; GO:0000107; GO:0005737; GO:0016829
WP_075190469.1	A0A1Q8FNZ3	unreviewed	A0A1Q8FNZ3_9PROT	Flagellin	AWH62_07800	Maricaulis sp. W15	277	bacterial-type flagellum [GO:0009288]; extracellular region [GO:0005576]; structural molecule activity [GO:0005198]	GO:0005198; GO:0005576; GO:0009288
WP_075190469.1	A0A495DF62	unreviewed	A0A495DF62_9PROT	Flagellin	C7435_1366	Maricaulis maris	277	bacterial-type flagellum [GO:0009288]; extracellular region [GO:0005576]; structural molecule activity [GO:0005198]	GO:0005198; GO:0005576; GO:0009288
WP_011644807.1	Q0AKN0	unreviewed	Q0AKN0_MARMM	Citryl-CoA lyase (EC 4.1.3.34)	Mmar10_2882	Maricaulis maris (strain MCS10)	282	citryl-CoA lyase activity [GO:0008816]; metal ion binding [GO:0046872]	GO:0008816; GO:0046872
WP_011643091.1	Q0AQJ3	unreviewed	Q0AQJ3_MARMM	Cbb3-type cytochrome oxidase component	Mmar10_1151	Maricaulis maris (strain MCS10)	65	membrane [GO:0016020]	GO:0016020
WP_011642238.1	Q0ASZ6	unreviewed	Q0ASZ6_MARMM	Proline racemase (EC 5.1.1.4)	Mmar10_0298	Maricaulis maris (strain MCS10)	332	proline racemase activity [GO:0018112]	GO:0018112
WP_075191009.1	A0A1Q8FJZ7	unreviewed	A0A1Q8FJZ7_9PROT	histidine kinase (EC 2.7.13.3)	AWH62_10565	Maricaulis sp. W15	461	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0016020
WP_075191009.1	A0A495D412	unreviewed	A0A495D412_9PROT	histidine kinase (EC 2.7.13.3)	C7435_2950	Maricaulis maris	461	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0016020
WP_075190859.1	A0A1Q8FM73	unreviewed	A0A1Q8FM73_9PROT	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	adk AWH62_09810	Maricaulis sp. W15	188	cytoplasm [GO:0005737]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; AMP salvage [GO:0044209]; phosphorylation [GO:0016310]	GO:0004017; GO:0005524; GO:0005737; GO:0016310; GO:0044209
WP_075190859.1	A0A495DN87	unreviewed	A0A495DN87_9PROT	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	adk C7435_1126	Maricaulis maris	188	cytoplasm [GO:0005737]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; AMP salvage [GO:0044209]; phosphorylation [GO:0016310]	GO:0004017; GO:0005524; GO:0005737; GO:0016310; GO:0044209
WP_011642906.1	Q0AR28	unreviewed	Q0AR28_MARMM	Binding-protein-dependent transport systems inner membrane component	Mmar10_0966	Maricaulis maris (strain MCS10)	536	ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transport [GO:0055085]	GO:0043190; GO:0055085
WP_075190257.1	A0A1Q8FRV6	unreviewed	A0A1Q8FRV6_9PROT	Beta-lactamase domain-containing protein	AWH62_06785	Maricaulis sp. W15	471	peptidase activity [GO:0008233]; proteolysis [GO:0006508]	GO:0006508; GO:0008233
WP_011643736.1	Q0ANP7	reviewed	EFG_MARMM	Elongation factor G (EF-G)	fusA Mmar10_1798	Maricaulis maris (strain MCS10)	691	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0097216
WP_011643252.1	Q0AQ32	unreviewed	Q0AQ32_MARMM	Iron-regulated ABC transporter membrane component SufB	Mmar10_1313	Maricaulis maris (strain MCS10)	491	iron-sulfur cluster assembly [GO:0016226]	GO:0016226
WP_075189250.1	A0A1Q8FZ63	unreviewed	A0A1Q8FZ63_9PROT	Hypoxanthine phosphoribosyltransferase	AWH62_15015	Maricaulis sp. W15	193	glycosyltransferase activity [GO:0016757]	GO:0016757
WP_075189250.1	A0A495DML0	unreviewed	A0A495DML0_9PROT	Pribosyltran domain-containing protein	C7435_0602	Maricaulis maris	193		
WP_075191318.1	A0A1Q8FJE3	unreviewed	A0A1Q8FJE3_9PROT	Methyl-accepting transducer domain-containing protein	AWH62_12200	Maricaulis sp. W15	182	membrane [GO:0016020]; signal transduction [GO:0007165]	GO:0007165; GO:0016020
WP_075191318.1	A0A495CVU3	unreviewed	A0A495CVU3_9PROT	Methyl-accepting chemotaxis sensory transducer	C7435_3356	Maricaulis maris	182	membrane [GO:0016020]; signal transduction [GO:0007165]	GO:0007165; GO:0016020
WP_011643472.1	Q0APG2	unreviewed	Q0APG2_MARMM	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	ribB Mmar10_1533	Maricaulis maris (strain MCS10)	373	3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; riboflavin biosynthetic process [GO:0009231]	GO:0000287; GO:0008686; GO:0009231; GO:0030145
WP_011644965.1	Q0AK72	reviewed	RIMP_MARMM	Ribosome maturation factor RimP	rimP Mmar10_3040	Maricaulis maris (strain MCS10)	178	cytoplasm [GO:0005737]; ribosomal small subunit biogenesis [GO:0042274]	GO:0005737; GO:0042274
WP_075191248.1	A0A1Q8FJ33	unreviewed	A0A1Q8FJ33_9PROT	Type II toxin-antitoxin system Phd/YefM family antitoxin	AWH62_11730	Maricaulis sp. W15	109		
WP_075191248.1	A0A495CY75	unreviewed	A0A495CY75_9PROT	Type II toxin-antitoxin system Phd/YefM family antitoxin	C7435_3188	Maricaulis maris	109		
WP_011644930.1	Q0AKA7	unreviewed	Q0AKA7_MARMM	Heat-inducible transcription repressor HrcA	hrcA Mmar10_3005	Maricaulis maris (strain MCS10)	359	DNA binding [GO:0003677]; negative regulation of DNA-templated transcription [GO:0045892]	GO:0003677; GO:0045892
WP_075191533.1	A0A1Q8FHP3	unreviewed	A0A1Q8FHP3_9PROT	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	AWH62_13310	Maricaulis sp. W15	436	NAD binding [GO:0051287]; UDP-glucose 6-dehydrogenase activity [GO:0003979]; cellular polysaccharide biosynthetic process [GO:0033692]; UDP-glucuronate biosynthetic process [GO:0006065]	GO:0003979; GO:0006065; GO:0033692; GO:0051287
WP_075191533.1	A0A495D361	unreviewed	A0A495D361_9PROT	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	C7435_2457	Maricaulis maris	436	NAD binding [GO:0051287]; UDP-glucose 6-dehydrogenase activity [GO:0003979]; cellular polysaccharide biosynthetic process [GO:0033692]; UDP-glucuronate biosynthetic process [GO:0006065]	GO:0003979; GO:0006065; GO:0033692; GO:0051287
WP_011644994.1	Q0AK43	unreviewed	Q0AK43_MARMM	Protoglobin domain-containing protein	Mmar10_3071	Maricaulis maris (strain MCS10)	173	heme binding [GO:0020037]; oxygen binding [GO:0019825]	GO:0019825; GO:0020037
WP_011642726.1	Q0ARK8	unreviewed	Q0ARK8_MARMM	Phosphoribosyltransferase	Mmar10_0786	Maricaulis maris (strain MCS10)	192	glycosyltransferase activity [GO:0016757]	GO:0016757
WP_075190213.1	A0A1Q8FS43	unreviewed	A0A1Q8FS43_9PROT	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB AWH62_06525	Maricaulis sp. W15	274	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	GO:0005737; GO:0008839; GO:0009089; GO:0016726; GO:0019877; GO:0050661; GO:0051287
WP_075190213.1	A0A495D4D4	unreviewed	A0A495D4D4_9PROT	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB C7435_2099	Maricaulis maris	274	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	GO:0005737; GO:0008839; GO:0009089; GO:0016726; GO:0019877; GO:0050661; GO:0051287
WP_075190237.1	A0A1Q8FRP3	unreviewed	A0A1Q8FRP3_9PROT	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD AWH62_06660	Maricaulis sp. W15	936	[protein-PII] uridylyltransferase activity [GO:0008773]; phosphoric diester hydrolase activity [GO:0008081]; nitrogen compound metabolic process [GO:0006807]; regulation of nitrogen utilization [GO:0006808]	GO:0006807; GO:0006808; GO:0008081; GO:0008773
WP_075190795.1	A0A1Q8FLY0	unreviewed	A0A1Q8FLY0_9PROT	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB AWH62_09440	Maricaulis sp. W15	497	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; transferase activity [GO:0016740]; translation [GO:0006412]	GO:0005524; GO:0006412; GO:0016740; GO:0050566; GO:0050567
WP_058899296.1	A0A0U3N572	unreviewed	A0A0U3N572_9HYPH	NACHT domain-containing protein	APZ00_14005	Pannonibacter phragmitetus	1446		
WP_058123233.1	A0A0P1EYY9	unreviewed	A0A0P1EYY9_9RHOB	site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	hsdM THS5294_01498	Thalassobacter stenotrophicus	518	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]	GO:0003677; GO:0008170; GO:0009007
WP_011643327.1	Q0APV7	unreviewed	Q0APV7_MARMM	Outer membrane protein assembly factor BamA	bamA Mmar10_1388	Maricaulis maris (strain MCS10)	795	cell outer membrane [GO:0009279]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205]	GO:0009279; GO:0043165; GO:0051205
WP_011643740.1	Q0ANP3	reviewed	RPOB_MARMM	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB Mmar10_1802	Maricaulis maris (strain MCS10)	1357	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]; DNA-templated transcription [GO:0006351]	GO:0000428; GO:0003677; GO:0003899; GO:0006351; GO:0032549
WP_075191286.1	A0A1Q8FJ77	unreviewed	A0A1Q8FJ77_9PROT	3-demethoxyubiquinol 3-hydroxylase (DMQ hydroxylase) (EC 1.14.99.60) (2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase)	coq7 AWH62_11930	Maricaulis sp. W15	193	plasma membrane [GO:0005886]; 3-demethoxyubiquinol 3-hydroxylase activity [GO:0008682]; metal ion binding [GO:0046872]; ubiquinone biosynthetic process [GO:0006744]	GO:0005886; GO:0006744; GO:0008682; GO:0046872
WP_075191286.1	A0A495CYJ1	unreviewed	A0A495CYJ1_9PROT	3-demethoxyubiquinol 3-hydroxylase (DMQ hydroxylase) (EC 1.14.99.60) (2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase)	coq7 C7435_3227	Maricaulis maris	193	plasma membrane [GO:0005886]; 3-demethoxyubiquinol 3-hydroxylase activity [GO:0008682]; metal ion binding [GO:0046872]; ubiquinone biosynthetic process [GO:0006744]	GO:0005886; GO:0006744; GO:0008682; GO:0046872
WP_075188427.1	A0A1Q8G0H8	unreviewed	A0A1Q8G0H8_9PROT	Multidrug transporter AcrB	AWH62_00045	Maricaulis sp. W15	1040	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; response to toxic substance [GO:0009636]	GO:0005886; GO:0009636; GO:0022857
WP_011643732.1	Q0ANQ1	reviewed	RL4_MARMM	50S ribosomal protein L4	rplD Mmar10_1794	Maricaulis maris (strain MCS10)	211	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
WP_075190188.1	A0A1Q8FRP0	unreviewed	A0A1Q8FRP0_9PROT	Protoporphyrinogen IX oxidase (PPO) (EC 1.3.99.-)	AWH62_06385	Maricaulis sp. W15	151	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; protoporphyrinogen oxidase activity [GO:0070818]; protoporphyrinogen IX biosynthetic process [GO:0006782]	GO:0005886; GO:0006782; GO:0046872; GO:0070818
WP_011644896.1	Q0AKE1	unreviewed	Q0AKE1_MARMM	Protoporphyrinogen IX oxidase (PPO) (EC 1.3.99.-)	Mmar10_2971	Maricaulis maris (strain MCS10)	151	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; protoporphyrinogen oxidase activity [GO:0070818]; protoporphyrinogen IX biosynthetic process [GO:0006782]	GO:0005886; GO:0006782; GO:0046872; GO:0070818
WP_075189851.1	A0A1Q8FVI2	unreviewed	A0A1Q8FVI2_9PROT	Succinyl-CoA--3-ketoacid-CoA transferase	AWH62_04825	Maricaulis sp. W15	219	CoA-transferase activity [GO:0008410]	GO:0008410
WP_011642688.1	Q0ARP6	unreviewed	Q0ARP6_MARMM	ABC transporter related protein	Mmar10_0748	Maricaulis maris (strain MCS10)	318	ATP binding [GO:0005524]	GO:0005524
WP_075189503.1	A0A1Q8FUL1	unreviewed	A0A1Q8FUL1_9PROT	Histidine kinase domain-containing protein	AWH62_02915	Maricaulis sp. W15	635	membrane [GO:0016020]	GO:0016020
WP_075083685.1	A0A5B9PGM6	unreviewed	A0A5B9PGM6_9BACT	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	trmB MFFC18_46810	Mariniblastus fucicola	212	tRNA (guanine-N7-)-methyltransferase activity [GO:0008176]	GO:0008176
WP_011643235.1	Q0AQ49	unreviewed	Q0AQ49_MARMM	Ribonuclease E (RNase E) (EC 3.1.26.12)	rne Mmar10_1296	Maricaulis maris (strain MCS10)	890	cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; endoribonuclease activity [GO:0004521]; magnesium ion binding [GO:0000287]; ribonuclease E activity [GO:0008995]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; mRNA catabolic process [GO:0006402]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	GO:0000049; GO:0000287; GO:0004521; GO:0005737; GO:0006364; GO:0006402; GO:0008033; GO:0008270; GO:0008995; GO:0009898; GO:0019843
WP_075190772.1	A0A1Q8FLU7	unreviewed	A0A1Q8FLU7_9PROT	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)	topA AWH62_09305	Maricaulis sp. W15	876	chromosome [GO:0005694]; DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; metal ion binding [GO:0046872]; DNA topological change [GO:0006265]	GO:0003677; GO:0003917; GO:0005694; GO:0006265; GO:0046872
WP_011642529.1	Q0AS55	unreviewed	Q0AS55_MARMM	Phenazine biosynthesis protein PhzF family	Mmar10_0589	Maricaulis maris (strain MCS10)	273	catalytic activity [GO:0003824]; biosynthetic process [GO:0009058]	GO:0003824; GO:0009058
WP_075190620.1	A0A1Q8FLL2	unreviewed	A0A1Q8FLL2_9PROT	Tripartite transporter	AWH62_08450	Maricaulis sp. W15	530	plasma membrane [GO:0005886]	GO:0005886
WP_011644924.1	Q0AKB3	reviewed	DNAJ_MARMM	Chaperone protein DnaJ	dnaJ Mmar10_2999	Maricaulis maris (strain MCS10)	395	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; DNA replication [GO:0006260]; protein folding [GO:0006457]; response to heat [GO:0009408]	GO:0005524; GO:0005737; GO:0006260; GO:0006457; GO:0008270; GO:0009408; GO:0031072; GO:0051082
WP_075188467.1	A0A1Q8G0I7	unreviewed	A0A1Q8G0I7_9PROT	FAD-dependent oxidoreductase	AWH62_00295	Maricaulis sp. W15	548	oxidoreductase activity [GO:0016491]	GO:0016491
WP_011642989.1	Q0AQU5	unreviewed	Q0AQU5_MARMM	von Willebrand factor, type A	Mmar10_1049	Maricaulis maris (strain MCS10)	555		
WP_011642967.1	Q0AQW7	unreviewed	Q0AQW7_MARMM	Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)	purL Mmar10_1027	Maricaulis maris (strain MCS10)	741	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]	GO:0000287; GO:0004642; GO:0005524; GO:0005737; GO:0006189
WP_011644105.1	Q0AMM7	unreviewed	Q0AMM7_MARMM	STAS/SEC14 domain-containing protein	Mmar10_2168	Maricaulis maris (strain MCS10)	132		
WP_011642908.1	Q0AR26	unreviewed	Q0AR26_MARMM	Phosphoglycolate phosphatase	Mmar10_0968	Maricaulis maris (strain MCS10)	72		
WP_075190981.1	A0A1Q8FJX5	unreviewed	A0A1Q8FJX5_9PROT	Phosphoglycolate phosphatase	AWH62_10400	Maricaulis sp. W15	229		
WP_075190981.1	A0A495D195	unreviewed	A0A495D195_9PROT	Phosphoglycolate phosphatase	C7435_2982	Maricaulis maris	229		
