gene_id,KO_id,KO_acc,GO_IDs,GO_terms
2607588074,2607588074,MCH2047237.1,GO:0006744;GO:0016831;GO:0005829;GO:0008152;GO:0009058;GO:0009987;GO:0042180;GO:0044237;GO:0044249;GO:0044281;GO:0044283;GO:0071704;GO:1901576;GO:1901661;GO:0003824;GO:0016829;GO:0016830;GO:0005622;GO:0005737;GO:0110165,ubiquinone biosynthetic process;carboxy-lyase activity;cytosol;metabolic process;biosynthetic process;cellular process;cellular ketone metabolic process;cellular metabolic process;cellular biosynthetic process;small molecule metabolic process;small molecule biosynthetic process;organic substance metabolic process;organic substance biosynthetic process;quinone metabolic process;catalytic activity;lyase activity;carbon-carbon lyase activity;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607588075,2607588075,MBS9770648.1,GO:0004540,ribonuclease activity
2607588093,2607588093,MBS9770666.1,GO:0005515,protein binding
2607588095,2607588095,MBS9770668.1,GO:0006468;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0003824;GO:0004672;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0140096;GO:0005622;GO:0110165,"protein phosphorylation;protein serine/threonine kinase activity;protein binding;ATP binding;cytoplasm;catalytic activity;protein kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;catalytic activity, acting on a protein;intracellular anatomical structure;cellular anatomical entity"
2607588096,2607588096,MBS9770669.1,GO:0010277,chlorophyllide a oxygenase [overall] activity
2607588105,2607588105,MBS9772296.1,GO:0006468;GO:0004674;GO:0005524;GO:0003824;GO:0004672;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0140096,"protein phosphorylation;protein serine/threonine kinase activity;ATP binding;catalytic activity;protein kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;catalytic activity, acting on a protein"
2607588106,2607588106,MBS9772295.1,GO:0004867;GO:0005615,serine-type endopeptidase inhibitor activity;extracellular space
2607588110,2607588110,MBS9772291.1,GO:0016651;GO:0016668;GO:0050660;GO:0000166;GO:0003824;GO:0005488;GO:0016491;GO:0036094;GO:0043167;GO:0043168;GO:0097159;GO:1901265;GO:1901363,"oxidoreductase activity, acting on NAD(P)H;oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor;flavin adenine dinucleotide binding;nucleotide binding;catalytic activity;binding;oxidoreductase activity;small molecule binding;ion binding;anion binding;organic cyclic compound binding;nucleoside phosphate binding;heterocyclic compound binding"
2607588112,2607588112,MBS9772289.1,GO:0046906;GO:0005488;GO:0097159;GO:1901363,tetrapyrrole binding;binding;organic cyclic compound binding;heterocyclic compound binding
2607588113,2607588113,MCH2050336.1,GO:0004222;GO:0003824;GO:0004175;GO:0008233;GO:0008237;GO:0016787;GO:0140096,"metalloendopeptidase activity;catalytic activity;endopeptidase activity;peptidase activity;metallopeptidase activity;hydrolase activity;catalytic activity, acting on a protein"
2607588122,2607588122,MBS9772280.1,GO:0006508;GO:0004252;GO:0008236,proteolysis;serine-type endopeptidase activity;serine-type peptidase activity
2607588123,2607588123,MBS9772279.1,GO:0016226;GO:0005506;GO:0051536;GO:0005739;GO:0016020;GO:0005622;GO:0005737;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0110165,iron-sulfur cluster assembly;iron ion binding;iron-sulfur cluster binding;mitochondrion;membrane;intracellular anatomical structure;cytoplasm;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cellular anatomical entity
2607588126,2607588126,MBS9772276.1,GO:0005515,protein binding
2607588134,2607588134,MBS9772269.1,GO:0005515,protein binding
2607588136,2607588136,MBS9772267.1,GO:0007155;GO:0030198;GO:0050839;GO:0031012;GO:0009987;GO:0016043;GO:0022610;GO:0043062;GO:0045229;GO:0071840;GO:0005488;GO:0005515;GO:0030312;GO:0071944;GO:0110165,cell adhesion;extracellular matrix organization;cell adhesion molecule binding;extracellular matrix;cellular process;cellular component organization;obsolete biological adhesion;extracellular structure organization;external encapsulating structure organization;cellular component organization or biogenesis;binding;protein binding;external encapsulating structure;cell periphery;cellular anatomical entity
2607588155,2607588155,MBS9772247.1,GO:0009890;GO:0015979;GO:0016051;GO:0031324;GO:0080090;GO:0009507;GO:0016020;GO:0005975;GO:0008152;GO:0009058;GO:0009889;GO:0009892;GO:0009987;GO:0019222;GO:0031323;GO:0044237;GO:0044238;GO:0048519;GO:0048523;GO:0050789;GO:0050794;GO:0065007;GO:0071704;GO:1901576;GO:0005622;GO:0005737;GO:0009536;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0110165,negative regulation of biosynthetic process;photosynthesis;carbohydrate biosynthetic process;negative regulation of cellular metabolic process;regulation of primary metabolic process;chloroplast;membrane;carbohydrate metabolic process;metabolic process;biosynthetic process;regulation of biosynthetic process;negative regulation of metabolic process;cellular process;regulation of metabolic process;regulation of cellular metabolic process;cellular metabolic process;primary metabolic process;negative regulation of biological process;negative regulation of cellular process;regulation of biological process;regulation of cellular process;biological regulation;organic substance metabolic process;organic substance biosynthetic process;intracellular anatomical structure;cytoplasm;plastid;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cellular anatomical entity
2607588161,2607588161,MBS9772241.1,GO:0000160,phosphorelay signal transduction system
2607588162,2607588162,MBS9772240.1,GO:0031469,bacterial microcompartment
2607588163,2607588163,MBS9772239.1,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups"
2607588164,2607588164,MBS9772238.1,GO:0016491,oxidoreductase activity
2607588165,2607588165,MBS9772237.1,GO:0016491,oxidoreductase activity
2607588166,2607588166,MBS9772236.1,GO:0006468;GO:0004672;GO:0005524,protein phosphorylation;protein kinase activity;ATP binding
2607588174,2607588174,MBS9772228.1,GO:0007154;GO:0030001;GO:0005509;GO:0008324;GO:0015297;GO:0022853;GO:0016020;GO:0006810;GO:0006811;GO:0006812;GO:0051179;GO:0051234;GO:0005215;GO:0015075;GO:0015291;GO:0015298;GO:0015491;GO:0022804;GO:0022857;GO:0110165,cell communication;metal ion transport;calcium ion binding;monoatomic cation transmembrane transporter activity;antiporter activity;active monoatomic ion transmembrane transporter activity;membrane;transport;monoatomic ion transport;monoatomic cation transport;localization;establishment of localization;transporter activity;monoatomic ion transmembrane transporter activity;secondary active transmembrane transporter activity;obsolete solute:monoatomic cation antiporter activity;obsolete cation:cation antiporter activity;active transmembrane transporter activity;transmembrane transporter activity;cellular anatomical entity
2607588177,2607588177,MBS9772225.1,GO:0030145;GO:0070006;GO:0005829;GO:0003824;GO:0004177;GO:0008233;GO:0008238;GO:0016787;GO:0140096;GO:0005622;GO:0005737;GO:0110165,"manganese ion binding;metalloaminopeptidase activity;cytosol;catalytic activity;aminopeptidase activity;peptidase activity;exopeptidase activity;hydrolase activity;catalytic activity, acting on a protein;intracellular anatomical structure;cytoplasm;cellular anatomical entity"
2607588185,2607588185,WP_006097775.1,GO:0003676,nucleic acid binding
2607588187,2607588187,MBS9769451.1,GO:0006468;GO:0004672;GO:0005524,protein phosphorylation;protein kinase activity;ATP binding
2607588193,2607588193,MBS9769454.1,GO:0006468;GO:0004672;GO:0005524,protein phosphorylation;protein kinase activity;ATP binding
2607588201,2607588201,Q10YZ5.1,GO:1902600;GO:0015078;GO:0005886;GO:0016020,proton transmembrane transport;proton transmembrane transporter activity;plasma membrane;membrane
2607588205,2607588205,MBS9769466.1,GO:0006002;GO:0006096;GO:0003872,fructose 6-phosphate metabolic process;glycolytic process;6-phosphofructokinase activity
2607588207,2607588207,MBS9769468.1,GO:0004622;GO:0003824;GO:0004620;GO:0016298;GO:0016787;GO:0016788;GO:0052689,"lysophospholipase activity;catalytic activity;phospholipase activity;lipase activity;hydrolase activity;hydrolase activity, acting on ester bonds;carboxylic ester hydrolase activity"
2607588208,2607588208,Q10YY8.1,GO:0006351;GO:0003677;GO:0003899;GO:0000428,DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;DNA-directed RNA polymerase complex
2607588210,2607588210,MBS9769471.1,GO:0006355;GO:0003677,regulation of DNA-templated transcription;DNA binding
2607588218,2607588218,MBS9769477.1,GO:0016491;GO:0016020;GO:0110165,oxidoreductase activity;membrane;cellular anatomical entity
2607588220,2607588220,MBS9769479.1,GO:0016020;GO:0031224;GO:0110165,membrane;obsolete intrinsic component of membrane;cellular anatomical entity
2607588225,2607588225,MBS9769483.1,GO:0007156;GO:0005509;GO:0016020,homophilic cell adhesion via plasma membrane adhesion molecules;calcium ion binding;membrane
2607588228,2607588228,MBS9771294.1,GO:0000184;GO:0003676;GO:0004386;GO:0005524;GO:0016887;GO:0140098;GO:0005737;GO:0032991;GO:0000956;GO:0006139;GO:0006401;GO:0006402;GO:0006725;GO:0006807;GO:0008152;GO:0009056;GO:0009057;GO:0009892;GO:0009987;GO:0010467;GO:0010468;GO:0010605;GO:0010629;GO:0016070;GO:0016071;GO:0019222;GO:0019439;GO:0034641;GO:0034655;GO:0043170;GO:0044237;GO:0044238;GO:0044248;GO:0044260;GO:0044265;GO:0044270;GO:0046483;GO:0046700;GO:0048519;GO:0050789;GO:0060255;GO:0065007;GO:0071704;GO:0090304;GO:1901360;GO:1901361;GO:1901575;GO:0003824;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017111;GO:0140640;GO:0140657;GO:0005622;GO:0110165,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;nucleic acid binding;helicase activity;ATP binding;ATP hydrolysis activity;catalytic activity, acting on Rcytoplasm;protein-containing complex;nuclear-transcribed mRNA catabolic process;nucleobase-containing compound metabolic process;RNA catabolic process;mRNA catabolic process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;macromolecule catabolic process;negative regulation of metabolic process;cellular process;gene expression;regulation of gene expression;negative regulation of macromolecule metabolic process;negative regulation of gene expression;RNA metabolic process;mRNA metabolic process;regulation of metabolic process;aromatic compound catabolic process;cellular nitrogen compound metabolic process;nucleobase-containing compound catabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular catabolic process;cellular macromolecule metabolic process;cellular macromolecule catabolic process;cellular nitrogen compound catabolic process;heterocycle metabolic process;heterocycle catabolic process;negative regulation of biological process;regulation of biological process;regulation of macromolecule metabolic process;biological regulation;organic substance metabolic process;nucleic acid metabolic process;organic cyclic compound metabolic process;organic cyclic compound catabolic process;organic substance catabolic process;catalytic activity;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ribonucleoside triphosphate phosphatase activity;catalytic activity, acting on a nucleic acid;ATP-dependent activity;intracellular anatomical structure;cellular anatomical entity"
2607588231,2607588231,MBS9771298.1,GO:0006152;GO:0016799;GO:0005829;GO:0006139;GO:0006725;GO:0006807;GO:0008152;GO:0009056;GO:0009116;GO:0009164;GO:0009987;GO:0019439;GO:0034641;GO:0034655;GO:0034656;GO:0042278;GO:0044237;GO:0044238;GO:0044248;GO:0044270;GO:0044281;GO:0044282;GO:0046483;GO:0046700;GO:0055086;GO:0071704;GO:0072521;GO:0072523;GO:1901135;GO:1901136;GO:1901360;GO:1901361;GO:1901564;GO:1901565;GO:1901575;GO:1901657;GO:1901658;GO:0003824;GO:0016787;GO:0016798;GO:0005622;GO:0005737;GO:0110165,"purine nucleoside catabolic process;hydrolase activity, hydrolyzing N-glycosyl compounds;cytosol;nucleobase-containing compound metabolic process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;nucleoside metabolic process;nucleoside catabolic process;cellular process;aromatic compound catabolic process;cellular nitrogen compound metabolic process;nucleobase-containing compound catabolic process;nucleobase-containing small molecule catabolic process;purine nucleoside metabolic process;cellular metabolic process;primary metabolic process;cellular catabolic process;cellular nitrogen compound catabolic process;small molecule metabolic process;small molecule catabolic process;heterocycle metabolic process;heterocycle catabolic process;nucleobase-containing small molecule metabolic process;organic substance metabolic process;purine-containing compound metabolic process;purine-containing compound catabolic process;carbohydrate derivative metabolic process;carbohydrate derivative catabolic process;organic cyclic compound metabolic process;organic cyclic compound catabolic process;organonitrogen compound metabolic process;organonitrogen compound catabolic process;organic substance catabolic process;glycosyl compound metabolic process;glycosyl compound catabolic process;catalytic activity;hydrolase activity;hydrolase activity, acting on glycosyl bonds;intracellular anatomical structure;cytoplasm;cellular anatomical entity"
